office,name,type,url,year,programs,keywords,state
,Coral Keys,Biological Opinion,biological-opinion/coral-keys.pdf,2006,Ecological Services,Vero Beach Ecological Services Field Office,
,"Everglades Agricultural Area Reservoir A-1, Indigo Snake",Biological Opinion,biological-opinion/everglades-agricultural-area-reservoir-a-1-indigo-snake.pdf,2006,Ecological Services,Vero Beach Ecological Services Field Office,
,"Everglades Agricultural Area Reservoir A-1, Florida Panther",Biological Opinion,biological-opinion/everglades-agricultural-area-reservoir-a-1-florida-panther.pdf,2006,Ecological Services,Vero Beach Ecological Services Field Office,
,"Everglades Agricultural Area Reservoir A-1, Indigo Snake, Amendment I",Biological Opinion,biological-opinion/everglades-agricultural-area-reservoir-a-1-indigo-snake-amendment-one.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,"Everglades Agricultural Area Reservoir A-1, Florida Panther 2005 RAI",Biological Opinion,biological-opinion/everglades-agricultural-area-reservoir-a-1-florida-panther-2005-rai.pdf,2005,Ecological Services,Vero Beach Ecological Services Field Office,
,Sabal Bay,Biological Opinion,biological-opinion/sabal-bay.pdf,2006,Ecological Services,Vero Beach Ecological Services Field Office,
,"Sabal Bay, Amendment I",Biological Opinion,biological-opinion/sabal-bay-amendment-one.pdf,2008,Ecological Services,Vero Beach Ecological Services Field Office,
,Palm Beach Reach 8 Beach Nourishment,Biological Opinion,biological-opinion/palm-beach-reach-8-beach-nourishment.pdf,2006,Ecological Services,Vero Beach Ecological Services Field Office,
,"Palm Beach Reach 8 Beach Nourishment, Amendment I",Biological Opinion,biological-opinion/palm-beach-reach-8-beach-nourishment-amendment-one.pdf,2008,Ecological Services,Vero Beach Ecological Services Field Office,
,Miami Beach Renourishment,Biological Opinion,biological-opinion/miami-beach-renourishment.pdf,2006,Ecological Services,Vero Beach Ecological Services Field Office,
,"Miami Beach Renourishment, Amendment I",Biological Opinion,biological-opinion/miami-beach-renourishment-amendment-one.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,C-44 Reservoir and Stormwater Treatment Area,Biological Opinion,biological-opinion/c44-reservoir-and-stormwater-treatment-area.pdf,2006,Ecological Services,Vero Beach Ecological Services Field Office,
,Indian River County Sectors 1 and 2 Beach Renourishment,Biological Opinion,biological-opinion/indian-river-county-sectors-1-and-2-beach-renourishment.pdf,2006,Ecological Services,Vero Beach Ecological Services Field Office,
,"Indian River County Sectors 1 and 2 Beach Renourishment, Amendment I",Biological Opinion,biological-opinion/indian-river-county-sectors-1-and-2-beach-renourishment-amendment-one.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,US Air Force Joint Integrated Fires Exercises,Biological Opinion,biological-opinion/us-air-force-joint-integrated-fires-exercises.pdf,2006,Ecological Services,Vero Beach Ecological Services Field Office,
,"US Air Force Joint Integrated Fires Exercises, Amendment I",Biological Opinion,biological-opinion/us-air-force-joint-integrated-fires-exercises-amendment-one.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Interim Operational Plan,Biological Opinion,biological-opinion/interim-operational-plan.pdf,2006,Ecological Services,Vero Beach Ecological Services Field Office,
,Chapel Creek Development,Biological Opinion,biological-opinion/chapel-creek-development.pdf,2006,Ecological Services,Vero Beach Ecological Services Field Office,
,"Chapel Creek Development, Amendment I",Biological Opinion,biological-opinion/chapel-creek-development-amendment-one.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Pompano II Multi-slip Dock,Biological Opinion,biological-opinion/pompano-two-multi-slip-dock.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,"Pompano II Multi-slip Dock, Amendment I",Biological Opinion,biological-opinion/pompano-two-multi-slip-dock-amendment-one.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Tamburri Residence,Biological Opinion,biological-opinion/tamburri-residence.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Athanas Residence,Biological Opinion,biological-opinion/athanas-residence.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Cabrera Multi-slip Dock,Biological Opinion,biological-opinion/cabrera-multi-slip-dock.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Davenport Sand Mine,Biological Opinion,biological-opinion/davenport-sand-mine.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Sailfish Point Marina Channel Nourishment,Biological Opinion,biological-opinion/sailfish-point-marina-channel-nourishment.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Lake Worth Inlet Sand Transfer Plant,Biological Opinion,biological-opinion/lake-worth-inlet-sand-transfer-plant.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,White/Stokes Docking Facilities,Biological Opinion,biological-opinion/white-stokes-docking-facilities.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,"Cocohatchee Development, Amendment I",Biological Opinion,biological-opinion/cocohatchee-development-amendment-one.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,"Cocohatchee Development, Map Amendment",Biological Opinion,biological-opinion/cocohatchee-development-map-amendment.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Lake Pierce Subdivision,Biological Opinion,biological-opinion/lake-pierce-subdivision.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Broward Batch Multi-slip Docks,Biological Opinion,biological-opinion/broward-batch-multi-slip-docks.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Monroe County Batch Multi-slip Docks,Biological Opinion,biological-opinion/monroe-county-batch-multi-slip-docks.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Royal Palm Yacht Club,Biological Opinion,biological-opinion/royal-palm-yacht-club.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Naval Air Station Key West Clear Zone Restoration,Biological Opinion,biological-opinion/naval-air-station-key-west-clear-zone-restoration.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,"Naval Air Station Key West Clear Zone Restoration, Amendment I",Biological Opinion,biological-opinion/naval-air-station-key-west-clear-zone-restoration-amendment-one.pdf,2011,Ecological Services,Vero Beach Ecological Services Field Office,
,Airport Interstate Commerce Park,Biological Opinion,biological-opinion/airport-interstate-commerce-park.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Hancock Bridge Marina,Biological Opinion,biological-opinion/hancock-bridge-marina.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Hidden Harbor Development,Biological Opinion,biological-opinion/hidden-harbor-development.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Air Force Timber Salvage Stand 3BT07,Biological Opinion,biological-opinion/air-force-timber-salvage-stand-3BT07.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Alico Airpark Center,Biological Opinion,biological-opinion/alico-airpark-center.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,"Alico Airpark Center, Amendment I",Biological Opinion,biological-opinion/alico-airpark-center-amendment-one.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,"Alico Airpark Center, Amendment II",Biological Opinion,biological-opinion/alico-airpark-center-amendment-two.pdf,2013,Ecological Services,Vero Beach Ecological Services Field Office,
,Indorf Rice Rat Recovery Permit,Biological Opinion,biological-opinion/indorf-rice-rat-recovery-permit.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Meadows PUD,Biological Opinion,biological-opinion/meadows-pud.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Results Builders Residential Developments,Biological Opinion,biological-opinion/results-builders-residential-developments.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Lake Worth Inlet Jetty Repair,Biological Opinion,biological-opinion/lake-worth-inlet-jetty-repair.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,"Lake Worth Inlet Jetty Repair, Amendment I",Biological Opinion,biological-opinion/lake-worth-inlet-jetty-repair-amendment-one.pdf,2009,Ecological Services,Vero Beach Ecological Services Field Office,
,Plantation Boat Mart,Biological Opinion,biological-opinion/plantation-boat-mart.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,"Plantation Boat Mart, Amendment I",Biological Opinion,biological-opinion/plantation-boat-mart-amendment-one.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,"Plantation Boat Mart, Amendment II",Biological Opinion,biological-opinion/plantation-boat-mart-amendment-two.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Plantation Boat Mart - Lago Monroe IS,Biological Opinion,biological-opinion/plantation-boat-mart-lago-monroe-IS.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,"Plantation Boat Mart - Lago Monroe IS, Amendment I",Biological Opinion,biological-opinion/plantation-boat-mart-lago-monroe-IS-amendment-one.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Palm Beach Multi-Slip Dock Batch Manatee,Biological Opinion,biological-opinion/palm-beach-multi-slip-dock-batch-manatee.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Wilson Residence,Biological Opinion,biological-opinion/wilson-residence.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Hollywood/Commodore Club Boat Slips,Biological Opinion,biological-opinion/hollywood-commodore-club-boat-slips.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,"Hollywood/Commodore Club Boat Slips, Amendment I",Biological Opinion,biological-opinion/hollywood-commodore-club-boat-slips-amendment-one.pdf,2008,Ecological Services,Vero Beach Ecological Services Field Office,
,Rivero Multi-slip Dock,Biological Opinion,biological-opinion/rivero-multi-slip-dock.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Willowbrook Development,Biological Opinion,biological-opinion/willowbrook-development.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Lockwood Recovery Permit,Biological Opinion,biological-opinion/lockwood-recovery-permit.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Pansulla Residence,Biological Opinion,biological-opinion/pansulla-residence.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Spencer Recovery Permit,Biological Opinion,biological-opinion/spencer-recovery-permit.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Trinidad Condominiums,Biological Opinion,biological-opinion/trinidad-condominiums.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,"Trinidad Condominiums, Amendment I",Biological Opinion,biological-opinion/trinidad-condominiums-amendment-one.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Lake Istokpoga Regulation Schedule Temporary Deviation,Biological Opinion,biological-opinion/lake-istokpoga-regulation-schedule-temporary-deviation.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Village of Tequesta Development,Biological Opinion,biological-opinion/village-of-tequesta-development.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Intra-Coastal Waterway Maintenance Dredging and Beach Placement,Biological Opinion,biological-opinion/intra-coastal-waterway-maintenance-dredging-and-beach-placement.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,"Intra-Coastal Waterway Maintenance Dredging and Beach Placement, Amendment I",Biological Opinion,biological-opinion/intra-coastal-waterway-maintenance-dredging-and-beach-placement-amendment-one.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Singer Island Emergency Dune Restoration,Biological Opinion,biological-opinion/singer-island-emergency-dune-restoration.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
,Caras/Oakland Hills Multi-slip Docks,Biological Opinion,biological-opinion/caras-oakland-hills-multi-slip-docks.pdf,2007,Ecological Services,Vero Beach Ecological Services Field Office,
